Gene ID	baseMean	log2FoldChange	lfcSE (standard error)	stat	pvalue	padj
Os01g0802850	0	NA	NA	NA	NA	NA
Os01g0340801	0.402689064	1.996030139	4.003193293	0.498609483	0.618054523	NA
Os01g0393100	0	NA	NA	NA	NA	NA
Os01g0296900	0	NA	NA	NA	NA	NA
Os01g0516625	0	NA	NA	NA	NA	NA
Os01g0153625	0	NA	NA	NA	NA	NA
Os01g0319400	0	NA	NA	NA	NA	NA
Os01g0209566	0	NA	NA	NA	NA	NA
Os01g0564532	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0143700	0	NA	NA	NA	NA	NA
Os01g0597400	0	NA	NA	NA	NA	NA
Os01g0615250	0	NA	NA	NA	NA	NA
Os01g0596425	0	NA	NA	NA	NA	NA
Os01g0684301	0.590627478	-2.833647062	3.134817655	-0.903927237	0.366033985	NA
Os01g0955550	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0829183	0	NA	NA	NA	NA	NA
Os01g0717301	0	NA	NA	NA	NA	NA
Os01g0832450	0	NA	NA	NA	NA	NA
Os01g0843366	0	NA	NA	NA	NA	NA
Os01g0247550	0	NA	NA	NA	NA	NA
Os01g0686600	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0538650	0	NA	NA	NA	NA	NA
Os01g0722550	0	NA	NA	NA	NA	NA
Os01g0733801	0	NA	NA	NA	NA	NA
Os01g0711700	0	NA	NA	NA	NA	NA
Os01g0253200	0	NA	NA	NA	NA	NA
Os01g0216350	0	NA	NA	NA	NA	NA
Os01g0596100	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0523401	0	NA	NA	NA	NA	NA
Os01g0168000	0	NA	NA	NA	NA	NA
Os01g0675933	0	NA	NA	NA	NA	NA
Os01g0293800	0	NA	NA	NA	NA	NA
Os01g0900700	0	NA	NA	NA	NA	NA
Os01g0330650	0.368536656	-2.168732711	4.038966118	-0.53695244	0.591300467	NA
Os01g0290901	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0188525	0	NA	NA	NA	NA	NA
Os01g0922350	0.468904599	2.192745532	3.395334473	0.645811348	0.518401538	NA
Os01g0742250	0	NA	NA	NA	NA	NA
Os01g0365300	0	NA	NA	NA	NA	NA
Os01g0569200	0	NA	NA	NA	NA	NA
Os01g0593100	0	NA	NA	NA	NA	NA
Os01g0805750	0.40635915	-2.285646869	3.595055928	-0.635775052	0.524923051	NA
Os01g0968601	0	NA	NA	NA	NA	NA
Os01g0536433	0	NA	NA	NA	NA	NA
Os01g0523100	0.289974299	1.512333153	4.040941659	0.374252657	0.708216351	NA
Os01g0820000	0	NA	NA	NA	NA	NA
Os01g0595850	0	NA	NA	NA	NA	NA
Os01g0148400	0	NA	NA	NA	NA	NA
Os01g0969400	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0275700	0	NA	NA	NA	NA	NA
Os01g0804150	0	NA	NA	NA	NA	NA
Os01g0886200	0	NA	NA	NA	NA	NA
Os01g0235500	0	NA	NA	NA	NA	NA
Os01g0540000	0	NA	NA	NA	NA	NA
Os01g0275200	0.495757551	0.637845112	3.405053774	0.187323066	0.851407339	NA
Os01g0711800	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0108700	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0178775	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0100466	0	NA	NA	NA	NA	NA
Os01g0195700	0.341683704	-0.312787571	3.85631243	-0.081110537	0.935354046	NA
Os01g0245532	0	NA	NA	NA	NA	NA
Os01g0569800	0	NA	NA	NA	NA	NA
Os01g0511400	0	NA	NA	NA	NA	NA
Os01g0137125	0.313159987	1.609413745	3.946116722	0.407847476	0.683385656	NA
Os01g0282866	0	NA	NA	NA	NA	NA
Os01g0643666	0	NA	NA	NA	NA	NA
Os01g0619100	0	NA	NA	NA	NA	NA
Os01g0329150	0	NA	NA	NA	NA	NA
Os01g0966801	0.402689064	1.996030139	4.003193293	0.498609483	0.618054523	NA
Os01g0896350	0	NA	NA	NA	NA	NA
Os01g0595725	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0740000	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0640600	0.490550198	0.46381257	3.406271396	0.136164303	0.891691395	NA
Os01g0723000	0	NA	NA	NA	NA	NA
Os01g0382500	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0869450	0.314830752	1.61654646	4.031740559	0.400954981	0.688453269	NA
Os01g0216900	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0890900	0	NA	NA	NA	NA	NA
Os01g0213300	0	NA	NA	NA	NA	NA
Os01g0107801	0.628449973	-2.909506832	3.077496463	-0.945413542	0.344447791	NA
Os01g0199950	0.379506198	-0.312787194	3.715698168	-0.084179925	0.932913379	NA
Os01g0117400	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0784833	0.472246128	2.20461281	3.99035278	0.55248569	0.580615636	NA
Os01g0879100	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0949140	0	NA	NA	NA	NA	NA
Os01g0131250	0	NA	NA	NA	NA	NA
Os01g0958950	0.470575363	2.197222003	3.391532737	0.647855166	0.517078631	NA
Os01g0536950	0	NA	NA	NA	NA	NA
Os01g0647150	0.314830752	1.61654646	4.031740559	0.400954981	0.688453269	NA
Os01g0784725	0	NA	NA	NA	NA	NA
Os01g0680600	0	NA	NA	NA	NA	NA
Os01g0146600	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0740150	0	NA	NA	NA	NA	NA
Os01g0355700	0	NA	NA	NA	NA	NA
Os01g0897150	0	NA	NA	NA	NA	NA
Os01g0142875	0	NA	NA	NA	NA	NA
Os01g0282251	0.268459376	1.417134754	4.049927054	0.349916118	0.72640165	NA
Os01g0798200	0	NA	NA	NA	NA	NA
Os01g0575701	0	NA	NA	NA	NA	NA
Os01g0846525	0	NA	NA	NA	NA	NA
Os01g0884850	0	NA	NA	NA	NA	NA
Os01g0741300	0	NA	NA	NA	NA	NA
Os01g0550900	0	NA	NA	NA	NA	NA
Os01g0272650	0	NA	NA	NA	NA	NA
Os01g0370400	0	NA	NA	NA	NA	NA
Os01g0724101	0	NA	NA	NA	NA	NA
Os01g0367500	0	NA	NA	NA	NA	NA
Os01g0647100	0	NA	NA	NA	NA	NA
Os01g0875150	0	NA	NA	NA	NA	NA
Os01g0209300	0	NA	NA	NA	NA	NA
Os01g0281050	0	NA	NA	NA	NA	NA
Os01g0162500	0	NA	NA	NA	NA	NA
Os01g0679400	0.774895806	-3.229717906	2.866525946	-1.12670109	0.259868882	NA
Os01g0587150	0	NA	NA	NA	NA	NA
Os01g0219600	0	NA	NA	NA	NA	NA
Os01g0337100	0.462295095	-2.520590454	4.000635141	-0.630047571	0.52866346	NA
Os01g0340400	0	NA	NA	NA	NA	NA
Os01g0215725	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0857250	0	NA	NA	NA	NA	NA
Os01g0616333	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0115500	0	NA	NA	NA	NA	NA
Os01g0527801	0	NA	NA	NA	NA	NA
Os01g0701500	0	NA	NA	NA	NA	NA
Os01g0371300	0	NA	NA	NA	NA	NA
Os01g0937025	0	NA	NA	NA	NA	NA
Os01g0802400	0	NA	NA	NA	NA	NA
Os01g0159500	0	NA	NA	NA	NA	NA
Os01g0568950	0	NA	NA	NA	NA	NA
Os01g0617950	0	NA	NA	NA	NA	NA
Os01g0645650	0	NA	NA	NA	NA	NA
Os01g0760701	0.562103762	-1.310574601	2.886302166	-0.454067012	0.649780595	NA
Os01g0857975	0	NA	NA	NA	NA	NA
Os01g0602075	0	NA	NA	NA	NA	NA
Os01g0719350	0	NA	NA	NA	NA	NA
Os01g0740800	0	NA	NA	NA	NA	NA
Os01g0712500	0.681696643	-0.258026009	2.721614942	-0.094806214	0.924468751	NA
Os01g0596201	0	NA	NA	NA	NA	NA
Os01g0244000	0	NA	NA	NA	NA	NA
Os01g0641750	0	NA	NA	NA	NA	NA
Os01g0947767	0	NA	NA	NA	NA	NA
Os01g0618450	0	NA	NA	NA	NA	NA
Os01g0521550	0	NA	NA	NA	NA	NA
Os01g0681050	0	NA	NA	NA	NA	NA
Os01g0568800	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0274300	0.599926256	-1.423739306	3.209190165	-0.443644419	0.657299686	NA
Os01g0775150	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0137066	0	NA	NA	NA	NA	NA
Os01g0977200	0	NA	NA	NA	NA	NA
Os01g0758300	0	NA	NA	NA	NA	NA
Os01g0657250	0	NA	NA	NA	NA	NA
Os01g0262000	0	NA	NA	NA	NA	NA
Os01g0852800	0	NA	NA	NA	NA	NA
Os01g0586000	0	NA	NA	NA	NA	NA
Os01g0654900	0.624673728	1.230129524	2.763184939	0.445185375	0.656185795	NA
Os01g0747451	0	NA	NA	NA	NA	NA
Os01g0137750	0	NA	NA	NA	NA	NA
Os01g0881950	0	NA	NA	NA	NA	NA
Os01g0314600	0	NA	NA	NA	NA	NA
Os01g0152675	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0157500	0.691019939	-0.264254071	2.712209388	-0.097431294	0.922383894	NA
Os01g0273900	0	NA	NA	NA	NA	NA
Os01g0372400	0.49909908	0.650428764	3.398828321	0.191368525	0.848236877	NA
Os01g0860601	0	NA	NA	NA	NA	NA
Os01g0583525	0	NA	NA	NA	NA	NA
Os01g0606133	0	NA	NA	NA	NA	NA
Os01g0782400	0	NA	NA	NA	NA	NA
Os01g0788850	0	NA	NA	NA	NA	NA
Os01g0192401	0	NA	NA	NA	NA	NA
Os01g0795250	0	NA	NA	NA	NA	NA
Os01g0177500	0	NA	NA	NA	NA	NA
Os01g0899350	0	NA	NA	NA	NA	NA
Os01g0364412	0	NA	NA	NA	NA	NA
Os01g0146801	0	NA	NA	NA	NA	NA
Os01g0891000	0	NA	NA	NA	NA	NA
Os01g0270700	0	NA	NA	NA	NA	NA
Os01g0208800	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0205401	0	NA	NA	NA	NA	NA
Os01g0558825	0.552804984	-2.753353149	3.759722467	-0.732328828	0.463967888	NA
Os01g0971301	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0868800	0	NA	NA	NA	NA	NA
Os01g0544325	0	NA	NA	NA	NA	NA
Os01g0888022	0	NA	NA	NA	NA	NA
Os01g0320400	0.490550198	0.46381257	3.406271396	0.136164303	0.891691395	NA
Os01g0136850	0.468904599	2.192745532	3.395334473	0.645811348	0.518401538	NA
Os01g0567533	0	NA	NA	NA	NA	NA
Os01g0175633	0	NA	NA	NA	NA	NA
Os01g0935050	0	NA	NA	NA	NA	NA
Os01g0846150	0	NA	NA	NA	NA	NA
Os01g0676800	0.35632051	-0.312787416	3.799239708	-0.08232895	0.934385134	NA
Os01g0760150	0	NA	NA	NA	NA	NA
Os01g0248350	0	NA	NA	NA	NA	NA
Os01g0549600	0	NA	NA	NA	NA	NA
Os01g0535650	0	NA	NA	NA	NA	NA
Os01g0960101	0	NA	NA	NA	NA	NA
Os01g0244400	0	NA	NA	NA	NA	NA
Os01g0800000	0	NA	NA	NA	NA	NA
Os01g0286550	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0306200	0	NA	NA	NA	NA	NA
Os01g0520500	0	NA	NA	NA	NA	NA
Os01g0829700	0	NA	NA	NA	NA	NA
Os01g0771950	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0575400	0	NA	NA	NA	NA	NA
Os01g0692500	0	NA	NA	NA	NA	NA
Os01g0229000	0	NA	NA	NA	NA	NA
Os01g0774100	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0559150	0	NA	NA	NA	NA	NA
Os01g0234566	0	NA	NA	NA	NA	NA
Os01g0201275	0	NA	NA	NA	NA	NA
Os01g0533450	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0115200	0	NA	NA	NA	NA	NA
Os01g0937050	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0147950	0.268459376	1.417134754	4.049927054	0.349916118	0.72640165	NA
Os01g0495200	0	NA	NA	NA	NA	NA
Os01g0921450	0	NA	NA	NA	NA	NA
Os01g0678900	0	NA	NA	NA	NA	NA
Os01g0238287	0	NA	NA	NA	NA	NA
Os01g0974550	0	NA	NA	NA	NA	NA
Os01g0513950	0	NA	NA	NA	NA	NA
Os01g0667750	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0903900	0	NA	NA	NA	NA	NA
Os01g0184050	0	NA	NA	NA	NA	NA
Os01g0678950	0.61014308	1.11346101	2.770527929	0.401894887	0.687761386	NA
Os01g0543800	0	NA	NA	NA	NA	NA
Os01g0872533	0.762220427	2.896576181	2.51884065	1.149964045	0.250158681	NA
Os01g0153500	0	NA	NA	NA	NA	NA
Os01g0602500	0	NA	NA	NA	NA	NA
Os01g0530341	0	NA	NA	NA	NA	NA
Os01g0801150	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0197150	0	NA	NA	NA	NA	NA
Os01g0309451	0.314830752	1.61654646	4.031740559	0.400954981	0.688453269	NA
Os01g0356450	0	NA	NA	NA	NA	NA
Os01g0517900	0.468904599	2.192745532	3.395334473	0.645811348	0.518401538	NA
Os01g0363950	0	NA	NA	NA	NA	NA
Os01g0240700	0	NA	NA	NA	NA	NA
Os01g0879000	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0687900	0.314830752	1.61654646	4.031740559	0.400954981	0.688453269	NA
Os01g0223300	0.467258352	0.640674043	3.045160426	0.2103909	0.833362594	NA
Os01g0168350	0	NA	NA	NA	NA	NA
Os01g0308700	0	NA	NA	NA	NA	NA
Os01g0338401	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0114000	0.445718911	2.128046776	3.448167311	0.617152993	0.537133818	NA
Os01g0871150	0	NA	NA	NA	NA	NA
Os01g0932525	0	NA	NA	NA	NA	NA
Os01g0752350	0	NA	NA	NA	NA	NA
Os01g0630200	0	NA	NA	NA	NA	NA
Os01g0343780	0	NA	NA	NA	NA	NA
Os01g0709100	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0884450	0	NA	NA	NA	NA	NA
Os01g0880100	0	NA	NA	NA	NA	NA
Os01g0595800	0	NA	NA	NA	NA	NA
Os01g0260950	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0374100	0	NA	NA	NA	NA	NA
Os01g0195066	0.777125847	-0.621395022	2.927888437	-0.212233162	0.831925136	NA
Os01g0682601	0	NA	NA	NA	NA	NA
Os01g0520180	0	NA	NA	NA	NA	NA
Os01g0943700	0	NA	NA	NA	NA	NA
Os01g0946850	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0234200	0.470575363	2.197222003	3.391532737	0.647855166	0.517078631	NA
Os01g0695150	0	NA	NA	NA	NA	NA
Os01g0890400	0.40635915	-2.285646869	3.595055928	-0.635775052	0.524923051	NA
Os01g0339001	0.536918751	2.408869181	3.805774232	0.632951151	0.526765543	NA
Os01g0866750	0	NA	NA	NA	NA	NA
Os01g0293501	0.636996032	-0.426932952	3.131465641	-0.136336464	0.891555299	NA
Os01g0154200	0	NA	NA	NA	NA	NA
Os01g0370200	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0627450	0	NA	NA	NA	NA	NA
Os01g0136502	0.495782069	-1.11329791	2.983763817	-0.373118644	0.709060143	NA
Os01g0258000	0	NA	NA	NA	NA	NA
Os01g0113450	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0626350	0	NA	NA	NA	NA	NA
Os01g0819266	0	NA	NA	NA	NA	NA
Os01g0660450	0	NA	NA	NA	NA	NA
Os01g0971550	0	NA	NA	NA	NA	NA
Os01g0274601	0.49909908	0.650428764	3.398828321	0.191368525	0.848236877	NA
Os01g0800701	0	NA	NA	NA	NA	NA
Os01g0699450	0	NA	NA	NA	NA	NA
Os01g0559825	0.444181645	-2.404832089	4.019330586	-0.59831657	0.549628723	NA
Os01g0700400	0	NA	NA	NA	NA	NA
Os01g0318400	0	NA	NA	NA	NA	NA
Os01g0125500	0	NA	NA	NA	NA	NA
Os01g0192700	0	NA	NA	NA	NA	NA
Os01g0550250	0	NA	NA	NA	NA	NA
Os01g0932700	0	NA	NA	NA	NA	NA
Os01g0727860	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0588300	0.578411333	-1.425040484	3.247952931	-0.43875035	0.66084244	NA
Os01g0220801	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0235850	0	NA	NA	NA	NA	NA
Os01g0894050	0	NA	NA	NA	NA	NA
Os01g0681150	0.552804984	-2.753353149	3.759722467	-0.732328828	0.463967888	NA
Os01g0660000	0.291645064	1.519390658	4.04029805	0.376059053	0.706872995	NA
Os01g0245600	0	NA	NA	NA	NA	NA
Os01g0187350	0	NA	NA	NA	NA	NA
Os01g0234499	0	NA	NA	NA	NA	NA
Os01g0596300	0	NA	NA	NA	NA	NA
Os01g0763850	0	NA	NA	NA	NA	NA
Os01g0337180	0	NA	NA	NA	NA	NA
Os01g0263900	0	NA	NA	NA	NA	NA
Os01g0152200	0	NA	NA	NA	NA	NA
Os01g0774001	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0731150	0	NA	NA	NA	NA	NA
Os01g0304100	0	NA	NA	NA	NA	NA
Os01g0116200	0.502766344	-1.207502175	3.385629807	-0.356655111	0.721350014	NA
Os01g0622100	0	NA	NA	NA	NA	NA
Os01g0651000	0	NA	NA	NA	NA	NA
Os01g0945700	0	NA	NA	NA	NA	NA
Os01g0141450	0	NA	NA	NA	NA	NA
Os01g0764150	0	NA	NA	NA	NA	NA
Os01g0701100	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0372866	0	NA	NA	NA	NA	NA
Os01g0327250	0	NA	NA	NA	NA	NA
Os01g0744350	0.552804984	-2.753353149	3.759722467	-0.732328828	0.463967888	NA
Os01g0279500	0	NA	NA	NA	NA	NA
Os01g0706332	0	NA	NA	NA	NA	NA
Os01g0878750	0	NA	NA	NA	NA	NA
Os01g0381325	0	NA	NA	NA	NA	NA
Os01g0597701	0	NA	NA	NA	NA	NA
Os01g0683800	0	NA	NA	NA	NA	NA
Os01g0146200	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0735450	0	NA	NA	NA	NA	NA
Os01g0869550	0	NA	NA	NA	NA	NA
Os01g0580150	0	NA	NA	NA	NA	NA
Os01g0214001	0	NA	NA	NA	NA	NA
Os01g0127500	0.311489223	1.603096697	4.032892219	0.397505465	0.690994757	NA
Os01g0710300	0	NA	NA	NA	NA	NA
Os01g0871000	0	NA	NA	NA	NA	NA
Os01g0178600	0	NA	NA	NA	NA	NA
Os01g0387865	0.425874752	2.070221307	3.498673815	0.591716009	0.554040774	NA
Os01g0545800	0	NA	NA	NA	NA	NA
Os01g0173950	0	NA	NA	NA	NA	NA
Os01g0568400	0.462295095	-2.520590454	4.000635141	-0.630047571	0.52866346	NA
Os01g0586450	0	NA	NA	NA	NA	NA
Os01g0807000	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0350500	0	NA	NA	NA	NA	NA
Os01g0352751	0	NA	NA	NA	NA	NA
Os01g0891800	0	NA	NA	NA	NA	NA
Os01g0291733	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0812600	0	NA	NA	NA	NA	NA
Os01g0364450	0	NA	NA	NA	NA	NA
Os01g0100650	0	NA	NA	NA	NA	NA
Os01g0126000	0	NA	NA	NA	NA	NA
Os01g0318201	0.268459376	1.417134754	4.049927054	0.349916118	0.72640165	NA
Os01g0137266	0	NA	NA	NA	NA	NA
Os01g0761701	0	NA	NA	NA	NA	NA
Os01g0785500	0	NA	NA	NA	NA	NA
Os01g0138451	0	NA	NA	NA	NA	NA
Os01g0841450	0	NA	NA	NA	NA	NA
Os01g0245700	0	NA	NA	NA	NA	NA
Os01g0366400	0.368536656	-2.168732711	4.038966118	-0.53695244	0.591300467	NA
Os01g0523250	0	NA	NA	NA	NA	NA
Os01g0820050	0	NA	NA	NA	NA	NA
Os01g0180900	0.444072664	0.553757025	3.087436791	0.179358174	0.857656471	NA
Os01g0643450	0	NA	NA	NA	NA	NA
Os01g0705800	0	NA	NA	NA	NA	NA
Os01g0264125	0	NA	NA	NA	NA	NA
Os01g0693532	0	NA	NA	NA	NA	NA
Os01g0569450	0	NA	NA	NA	NA	NA
Os01g0612350	0.465612106	-1.010355264	3.463142643	-0.291745206	0.770481443	NA
Os01g0153550	0	NA	NA	NA	NA	NA
Os01g0733700	0	NA	NA	NA	NA	NA
Os01g0153050	0	NA	NA	NA	NA	NA
Os01g0513850	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0852650	0.444181645	-2.404832089	4.019330586	-0.59831657	0.549628723	NA
Os01g0675400	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0152050	0	NA	NA	NA	NA	NA
Os01g0113150	0	NA	NA	NA	NA	NA
Os01g0784101	0	NA	NA	NA	NA	NA
Os01g0717501	0.425874752	2.070221307	3.498673815	0.591716009	0.554040774	NA
Os01g0142950	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0825332	0	NA	NA	NA	NA	NA
Os01g0680100	0.311489223	1.603096697	4.032892219	0.397505465	0.690994757	NA
Os01g0153600	0	NA	NA	NA	NA	NA
Os01g0383001	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0245000	0	NA	NA	NA	NA	NA
Os01g0353633	0	NA	NA	NA	NA	NA
Os01g0168450	0.379506198	-0.312787194	3.715698168	-0.084179925	0.932913379	NA
Os01g0650950	0	NA	NA	NA	NA	NA
Os01g0602433	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0505866	0	NA	NA	NA	NA	NA
Os01g0307750	0	NA	NA	NA	NA	NA
Os01g0968800	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0272901	0	NA	NA	NA	NA	NA
Os01g0870350	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0363000	0	NA	NA	NA	NA	NA
Os01g0617650	0.402689064	1.996030139	4.003193293	0.498609483	0.618054523	NA
Os01g0107750	0	NA	NA	NA	NA	NA
Os01g0744101	0	NA	NA	NA	NA	NA
Os01g0649732	0	NA	NA	NA	NA	NA
Os01g0800600	0	NA	NA	NA	NA	NA
Os01g0722425	0	NA	NA	NA	NA	NA
Os01g0609501	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0332002	0	NA	NA	NA	NA	NA
Os01g0661200	0	NA	NA	NA	NA	NA
Os01g0902750	0	NA	NA	NA	NA	NA
Os01g0112201	0.467233835	2.190563171	3.991161857	0.548853504	0.583105989	NA
Os01g0230700	0	NA	NA	NA	NA	NA
Os01g0385000	0	NA	NA	NA	NA	NA
Os01g0660400	0.268459376	1.417134754	4.049927054	0.349916118	0.72640165	NA
Os01g0546250	0	NA	NA	NA	NA	NA
Os01g0763800	0	NA	NA	NA	NA	NA
Os01g0788001	0	NA	NA	NA	NA	NA
Os01g0147850	0	NA	NA	NA	NA	NA
Os01g0244150	0	NA	NA	NA	NA	NA
Os01g0508050	0	NA	NA	NA	NA	NA
Os01g0331500	0	NA	NA	NA	NA	NA
Os01g0615850	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0745850	0	NA	NA	NA	NA	NA
Os01g0945666	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0512800	0	NA	NA	NA	NA	NA
Os01g0268700	0	NA	NA	NA	NA	NA
Os01g0116800	0	NA	NA	NA	NA	NA
Os01g0800200	0	NA	NA	NA	NA	NA
Os01g0358800	0	NA	NA	NA	NA	NA
Os01g0180500	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0110600	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0926501	0	NA	NA	NA	NA	NA
Os01g0150700	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0719900	0.742702003	1.507552548	2.612986555	0.576946156	0.56397583	NA
Os01g0877001	0	NA	NA	NA	NA	NA
Os01g0536501	0	NA	NA	NA	NA	NA
Os01g0587900	0	NA	NA	NA	NA	NA
Os01g0356800	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0950200	0	NA	NA	NA	NA	NA
Os01g0968200	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0730450	0	NA	NA	NA	NA	NA
Os01g0692050	0	NA	NA	NA	NA	NA
Os01g0657000	0	NA	NA	NA	NA	NA
Os01g0937850	0	NA	NA	NA	NA	NA
Os01g0797700	0	NA	NA	NA	NA	NA
Os01g0623750	0	NA	NA	NA	NA	NA
Os01g0901650	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0299801	0	NA	NA	NA	NA	NA
Os01g0612425	0.444181645	-2.404832089	4.019330586	-0.59831657	0.549628723	NA
Os01g0758350	0	NA	NA	NA	NA	NA
Os01g0163450	0.268459376	1.417134754	4.049927054	0.349916118	0.72640165	NA
Os01g0705750	0	NA	NA	NA	NA	NA
Os01g0540400	0	NA	NA	NA	NA	NA
Os01g0748150	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0219500	0	NA	NA	NA	NA	NA
Os01g0965101	0	NA	NA	NA	NA	NA
Os01g0917100	0.552804984	-2.753353149	3.759722467	-0.732328828	0.463967888	NA
Os01g0808400	0.313159987	1.609413745	3.946116722	0.407847476	0.683385656	NA
Os01g0549100	0.627990739	2.613933859	3.076025121	0.849776499	0.395449358	NA
Os01g0176900	0	NA	NA	NA	NA	NA
Os01g0701600	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0919150	0	NA	NA	NA	NA	NA
Os01g0706266	0	NA	NA	NA	NA	NA
Os01g0814550	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0330001	0.340012939	-0.312787589	3.863060938	-0.080968847	0.935466728	NA
Os01g0723025	0	NA	NA	NA	NA	NA
Os01g0700500	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0780701	0	NA	NA	NA	NA	NA
Os01g0793600	0.368536656	-2.168732711	4.038966118	-0.53695244	0.591300467	NA
Os01g0640400	0	NA	NA	NA	NA	NA
Os01g0180050	0	NA	NA	NA	NA	NA
Os01g0900300	0	NA	NA	NA	NA	NA
Os01g0591250	0	NA	NA	NA	NA	NA
Os01g0878200	0.452727704	0.462293212	3.499451386	0.132104482	0.894901651	NA
Os01g0201300	0	NA	NA	NA	NA	NA
Os01g0161200	0	NA	NA	NA	NA	NA
Os01g0289900	0.762220427	2.896576181	2.51884065	1.149964045	0.250158681	NA
Os01g0152850	0	NA	NA	NA	NA	NA
Os01g0977300	0	NA	NA	NA	NA	NA
Os01g0674150	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
