Gene ID	baseMean	log2FoldChange	lfcSE (standard error)	stat	pvalue	padj
Os01g0523600	0	NA	NA	NA	NA	NA
Os01g0637666	0	NA	NA	NA	NA	NA
Os01g0369950	0	NA	NA	NA	NA	NA
Os01g0799600	0	NA	NA	NA	NA	NA
Os01g0553901	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0176751	0	NA	NA	NA	NA	NA
Os01g0630000	0	NA	NA	NA	NA	NA
Os01g0660850	0	NA	NA	NA	NA	NA
Os01g0934600	0	NA	NA	NA	NA	NA
Os01g0927950	0.601463522	2.558490625	3.114357247	0.821514817	0.411353088	NA
Os01g0210200	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0161000	0.30819673	-1.962230857	4.056621032	-0.483710665	0.628591223	NA
Os01g0856550	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0163616	0	NA	NA	NA	NA	NA
Os01g0273200	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0761900	0	NA	NA	NA	NA	NA
Os01g0114400	0	NA	NA	NA	NA	NA
Os01g0703000	0.313159987	1.609413745	3.946116722	0.407847476	0.683385656	NA
Os01g0915666	0	NA	NA	NA	NA	NA
Os01g0261000	0	NA	NA	NA	NA	NA
Os01g0572966	0.445718911	2.128046776	3.448167311	0.617152993	0.537133818	NA
Os01g0231950	0	NA	NA	NA	NA	NA
Os01g0553200	0	NA	NA	NA	NA	NA
Os01g0673400	0.717519815	2.82047775	2.888368383	0.976495161	0.328819145	NA
Os01g0233850	0	NA	NA	NA	NA	NA
Os01g0632100	0	NA	NA	NA	NA	NA
Os01g0601687	0.603134287	2.561029162	2.702268795	0.947732944	0.343265425	NA
Os01g0207001	0	NA	NA	NA	NA	NA
Os01g0901550	0.425874752	2.070221307	3.498673815	0.591716009	0.554040774	NA
Os01g0234850	0	NA	NA	NA	NA	NA
Os01g0100300	0	NA	NA	NA	NA	NA
Os01g0338100	0	NA	NA	NA	NA	NA
Os01g0697250	0	NA	NA	NA	NA	NA
Os01g0213350	0	NA	NA	NA	NA	NA
Os01g0113325	0	NA	NA	NA	NA	NA
Os01g0628000	0	NA	NA	NA	NA	NA
Os01g0216600	0	NA	NA	NA	NA	NA
Os01g0769366	0.318498016	-0.312787842	3.954661469	-0.079093456	0.936958289	NA
Os01g0880250	0.425874752	2.070221307	3.498673815	0.591716009	0.554040774	NA
Os01g0872450	0.444181645	-2.404832089	4.019330586	-0.59831657	0.549628723	NA
Os01g0321500	0	NA	NA	NA	NA	NA
Os01g0209901	0	NA	NA	NA	NA	NA
Os01g0854651	0	NA	NA	NA	NA	NA
Os01g0355175	0	NA	NA	NA	NA	NA
Os01g0936950	0	NA	NA	NA	NA	NA
Os01g0147300	0	NA	NA	NA	NA	NA
Os01g0201850	0.309842977	-0.312787953	3.994178085	-0.078310968	0.937580693	NA
Os01g0201400	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0728375	0	NA	NA	NA	NA	NA
Os01g0373200	0	NA	NA	NA	NA	NA
Os01g0978175	0	NA	NA	NA	NA	NA
Os01g0757301	0	NA	NA	NA	NA	NA
Os01g0715450	0	NA	NA	NA	NA	NA
Os01g0831000	0.758903416	1.600834432	2.335614466	0.685401831	0.493090389	NA
Os01g0962900	0	NA	NA	NA	NA	NA
Os01g0520340	0	NA	NA	NA	NA	NA
Os01g0368500	0.447389675	2.132410664	2.998816306	0.711084123	0.477032108	NA
Os01g0192101	0	NA	NA	NA	NA	NA
Os01g0621400	0	NA	NA	NA	NA	NA
Os01g0753175	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0109201	0	NA	NA	NA	NA	NA
Os01g0165100	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0660100	0.626344493	1.23829391	3.161770813	0.39164569	0.695320024	NA
Os01g0315850	0	NA	NA	NA	NA	NA
Os01g0351500	0	NA	NA	NA	NA	NA
Os01g0622000	0	NA	NA	NA	NA	NA
Os01g0504300	0	NA	NA	NA	NA	NA
Os01g0825166	0	NA	NA	NA	NA	NA
Os01g0876200	0	NA	NA	NA	NA	NA
Os01g0731700	0	NA	NA	NA	NA	NA
Os01g0880850	0	NA	NA	NA	NA	NA
Os01g0761800	0	NA	NA	NA	NA	NA
Os01g0658600	0.708549595	-1.792255828	3.030685579	-0.591369768	0.554272692	NA
Os01g0945100	0	NA	NA	NA	NA	NA
Os01g0116101	0	NA	NA	NA	NA	NA
Os01g0382450	0.495782069	-1.11329791	2.983763817	-0.373118644	0.709060143	NA
Os01g0518000	0	NA	NA	NA	NA	NA
Os01g0505400	0	NA	NA	NA	NA	NA
Os01g0968350	0	NA	NA	NA	NA	NA
Os01g0162701	0	NA	NA	NA	NA	NA
Os01g0976750	0	NA	NA	NA	NA	NA
Os01g0712600	0	NA	NA	NA	NA	NA
Os01g0923750	0.646563423	-3.003950716	3.015369324	-0.996213198	0.319146568	NA
Os01g0502300	0	NA	NA	NA	NA	NA
Os01g0532100	0.502766344	-1.207502175	3.385629807	-0.356655111	0.721350014	NA
Os01g0239150	0	NA	NA	NA	NA	NA
Os01g0136050	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0509800	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0614400	0	NA	NA	NA	NA	NA
Os01g0841650	0.494111305	-1.113235631	2.986779383	-0.372721078	0.709356047	NA
Os01g0254350	0	NA	NA	NA	NA	NA
Os01g0372450	0	NA	NA	NA	NA	NA
Os01g0945250	0	NA	NA	NA	NA	NA
Os01g0374000	0.447389675	2.132410664	2.998816306	0.711084123	0.477032108	NA
Os01g0912400	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0311700	0.777101329	0.502652984	2.580312096	0.194803173	0.845547038	NA
Os01g0835332	0	NA	NA	NA	NA	NA
Os01g0653601	0.533604563	-1.221007914	2.925288408	-0.417397447	0.676387722	NA
Os01g0818800	0.291645064	1.519390658	4.04029805	0.376059053	0.706872995	NA
Os01g0236900	0.536918751	2.408869181	3.805774232	0.632951151	0.526765543	NA
Os01g0237366	0	NA	NA	NA	NA	NA
Os01g0910450	0	NA	NA	NA	NA	NA
Os01g0142400	0	NA	NA	NA	NA	NA
Os01g0736750	0	NA	NA	NA	NA	NA
Os01g0523800	0	NA	NA	NA	NA	NA
Os01g0925350	0	NA	NA	NA	NA	NA
Os01g0888750	0	NA	NA	NA	NA	NA
Os01g0924700	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0595900	0.379506198	-0.312787194	3.715698168	-0.084179925	0.932913379	NA
Os01g0113750	0	NA	NA	NA	NA	NA
Os01g0296166	0.628449973	-2.909506832	3.077496463	-0.945413542	0.344447791	NA
Os01g0368600	0	NA	NA	NA	NA	NA
Os01g0153275	0	NA	NA	NA	NA	NA
Os01g0736450	0	NA	NA	NA	NA	NA
Os01g0154250	0	NA	NA	NA	NA	NA
Os01g0240725	0	NA	NA	NA	NA	NA
Os01g0133766	0	NA	NA	NA	NA	NA
Os01g0812850	0.676733386	-3.061384459	2.938480875	-1.041825552	0.297492565	NA
Os01g0143750	0	NA	NA	NA	NA	NA
Os01g0220150	0	NA	NA	NA	NA	NA
Os01g0232450	0	NA	NA	NA	NA	NA
Os01g0711050	0	NA	NA	NA	NA	NA
Os01g0583700	0	NA	NA	NA	NA	NA
Os01g0823150	0.452727704	0.462293212	3.499451386	0.132104482	0.894901651	NA
Os01g0122367	0	NA	NA	NA	NA	NA
Os01g0831950	0	NA	NA	NA	NA	NA
Os01g0858000	0	NA	NA	NA	NA	NA
Os01g0273850	0	NA	NA	NA	NA	NA
Os01g0623550	0	NA	NA	NA	NA	NA
Os01g0148200	0	NA	NA	NA	NA	NA
Os01g0649566	0	NA	NA	NA	NA	NA
Os01g0698800	0.676733386	-3.061384459	2.938480875	-1.041825552	0.297492565	NA
Os01g0113950	0.313159987	1.609413745	3.946116722	0.407847476	0.683385656	NA
Os01g0517500	0	NA	NA	NA	NA	NA
Os01g0916400	0	NA	NA	NA	NA	NA
Os01g0791151	0	NA	NA	NA	NA	NA
Os01g0627900	0	NA	NA	NA	NA	NA
Os01g0242450	0	NA	NA	NA	NA	NA
Os01g0160150	0	NA	NA	NA	NA	NA
Os01g0116000	0	NA	NA	NA	NA	NA
Os01g0786601	0	NA	NA	NA	NA	NA
Os01g0683250	0	NA	NA	NA	NA	NA
Os01g0179750	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0658800	0	NA	NA	NA	NA	NA
Os01g0723450	0.35632051	-0.312787416	3.799239708	-0.08232895	0.934385134	NA
Os01g0701400	0	NA	NA	NA	NA	NA
Os01g0687450	0	NA	NA	NA	NA	NA
Os01g0117233	0.472246128	2.20461281	3.99035278	0.55248569	0.580615636	NA
Os01g0174600	0.444181645	-2.404832089	4.019330586	-0.59831657	0.549628723	NA
Os01g0704250	0.497428315	0.639990592	2.988252336	0.214168859	0.83041538	NA
Os01g0637300	0.552804984	-2.753353149	3.759722467	-0.732328828	0.463967888	NA
Os01g0329350	0	NA	NA	NA	NA	NA
Os01g0615400	0	NA	NA	NA	NA	NA
Os01g0268733	0	NA	NA	NA	NA	NA
Os01g0964266	0	NA	NA	NA	NA	NA
Os01g0681332	0	NA	NA	NA	NA	NA
Os01g0890950	0.49909908	0.650428764	3.398828321	0.191368525	0.848236877	NA
Os01g0185000	0	NA	NA	NA	NA	NA
Os01g0289750	0	NA	NA	NA	NA	NA
Os01g0967000	0	NA	NA	NA	NA	NA
Os01g0261600	0	NA	NA	NA	NA	NA
Os01g0168850	0.755561887	1.595686438	2.611107131	0.611114887	0.541123525	NA
Os01g0736600	0	NA	NA	NA	NA	NA
Os01g0124900	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0162800	0	NA	NA	NA	NA	NA
Os01g0360333	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0816450	0	NA	NA	NA	NA	NA
Os01g0666101	0.666272467	-2.993227519	3.534588426	-0.846839054	0.397084837	NA
Os01g0973550	0	NA	NA	NA	NA	NA
Os01g0133650	0	NA	NA	NA	NA	NA
Os01g0728350	0	NA	NA	NA	NA	NA
Os01g0313050	0	NA	NA	NA	NA	NA
Os01g0602600	0.71022036	-1.792258352	3.028381678	-0.591820498	0.553970796	NA
Os01g0377250	0	NA	NA	NA	NA	NA
Os01g0965201	0	NA	NA	NA	NA	NA
Os01g0149750	0	NA	NA	NA	NA	NA
Os01g0235700	0	NA	NA	NA	NA	NA
Os01g0549250	0.30819673	-1.962230857	4.056621032	-0.483710665	0.628591223	NA
Os01g0720000	0.666272467	-2.993227519	3.534588426	-0.846839054	0.397084837	NA
Os01g0193250	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0816700	0	NA	NA	NA	NA	NA
Os01g0904000	0	NA	NA	NA	NA	NA
Os01g0943400	0.692663363	2.775271326	2.967956927	0.935078033	0.349748086	NA
Os01g0594600	0	NA	NA	NA	NA	NA
Os01g0550950	0	NA	NA	NA	NA	NA
Os01g0867450	0	NA	NA	NA	NA	NA
Os01g0125000	0.552804984	-2.753353149	3.759722467	-0.732328828	0.463967888	NA
Os01g0115950	0	NA	NA	NA	NA	NA
Os01g0965700	0.268459376	1.417134754	4.049927054	0.349916118	0.72640165	NA
Os01g0799050	0	NA	NA	NA	NA	NA
Os01g0598900	0.732509698	-1.875362096	2.641516543	-0.709956597	0.477731052	NA
Os01g0157200	0	NA	NA	NA	NA	NA
Os01g0945600	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0293900	0.596524783	-1.574736974	3.184847655	-0.494446562	0.620990837	NA
Os01g0936900	0.583290127	2.519117597	3.106625088	0.810885615	0.417431362	NA
Os01g0650900	0	NA	NA	NA	NA	NA
Os01g0103075	0	NA	NA	NA	NA	NA
Os01g0561950	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0665250	0	NA	NA	NA	NA	NA
Os01g0577300	0	NA	NA	NA	NA	NA
Os01g0635600	0.462295095	-2.520590454	4.000635141	-0.630047571	0.52866346	NA
Os01g0955400	0.462295095	-2.520590454	4.000635141	-0.630047571	0.52866346	NA
Os01g0153900	0	NA	NA	NA	NA	NA
Os01g0786700	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0272800	0.599817276	1.1661597	2.790004326	0.417977739	0.675963393	NA
Os01g0702900	0.341683704	-0.312787571	3.85631243	-0.081110537	0.935354046	NA
Os01g0207300	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0556001	0	NA	NA	NA	NA	NA
Os01g0737550	0	NA	NA	NA	NA	NA
Os01g0370900	0	NA	NA	NA	NA	NA
Os01g0593900	0	NA	NA	NA	NA	NA
Os01g0637100	0	NA	NA	NA	NA	NA
Os01g0743666	0.338366693	-2.062900276	3.824348238	-0.539412247	0.589602432	NA
Os01g0943950	0	NA	NA	NA	NA	NA
Os01g0281250	0	NA	NA	NA	NA	NA
Os01g0698150	0	NA	NA	NA	NA	NA
Os01g0899425	0	NA	NA	NA	NA	NA
Os01g0157600	0.379506198	-0.312787194	3.715698168	-0.084179925	0.932913379	NA
Os01g0583900	0	NA	NA	NA	NA	NA
Os01g0148100	0.755561887	1.595686438	2.611107131	0.611114887	0.541123525	NA
Os01g0881100	0	NA	NA	NA	NA	NA
Os01g0883600	0.462295095	-2.520590454	4.000635141	-0.630047571	0.52866346	NA
Os01g0590800	0	NA	NA	NA	NA	NA
Os01g0525100	0	NA	NA	NA	NA	NA
Os01g0632000	0	NA	NA	NA	NA	NA
Os01g0775350	0	NA	NA	NA	NA	NA
Os01g0742150	0	NA	NA	NA	NA	NA
Os01g0903100	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0132100	0	NA	NA	NA	NA	NA
Os01g0149700	0.689349175	-0.271495571	2.457031722	-0.110497381	0.912014927	NA
Os01g0201750	0	NA	NA	NA	NA	NA
Os01g0644500	0.288328053	-0.312788199	4.080472857	-0.07665489	0.938898091	NA
Os01g0391951	0	NA	NA	NA	NA	NA
Os01g0347150	0	NA	NA	NA	NA	NA
Os01g0369300	0	NA	NA	NA	NA	NA
Os01g0890250	0	NA	NA	NA	NA	NA
Os01g0319066	0	NA	NA	NA	NA	NA
Os01g0866550	0	NA	NA	NA	NA	NA
Os01g0724400	0	NA	NA	NA	NA	NA
Os01g0919950	0.314830752	1.61654646	4.031740559	0.400954981	0.688453269	NA
Os01g0369366	0	NA	NA	NA	NA	NA
Os01g0782850	0	NA	NA	NA	NA	NA
Os01g0684601	0	NA	NA	NA	NA	NA
Os01g0764200	0	NA	NA	NA	NA	NA
Os01g0608200	0	NA	NA	NA	NA	NA
Os01g0911133	0	NA	NA	NA	NA	NA
Os01g0497400	0	NA	NA	NA	NA	NA
Os01g0932650	0.562103762	-1.310574601	2.886302166	-0.454067012	0.649780595	NA
Os01g0246200	0	NA	NA	NA	NA	NA
Os01g0113700	0.465612106	-1.010355264	3.463142643	-0.291745206	0.770481443	NA
Os01g0689975	0	NA	NA	NA	NA	NA
Os01g0103050	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0287900	0	NA	NA	NA	NA	NA
Os01g0680000	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0693100	0	NA	NA	NA	NA	NA
Os01g0593700	0	NA	NA	NA	NA	NA
Os01g0759550	0	NA	NA	NA	NA	NA
Os01g0643900	0	NA	NA	NA	NA	NA
Os01g0358551	0	NA	NA	NA	NA	NA
Os01g0218500	0.530287552	-2.696856404	3.238946627	-0.832633789	0.405051296	NA
Os01g0578200	0	NA	NA	NA	NA	NA
Os01g0588550	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0929600	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0607250	0	NA	NA	NA	NA	NA
Os01g0574550	0	NA	NA	NA	NA	NA
Os01g0274901	0	NA	NA	NA	NA	NA
Os01g0200150	0.462295095	-2.520590454	4.000635141	-0.630047571	0.52866346	NA
Os01g0116250	0	NA	NA	NA	NA	NA
Os01g0147001	0.376189187	-2.187738468	3.68919469	-0.593012473	0.553172805	NA
Os01g0835083	0.666163487	-0.346511804	2.475915935	-0.139952976	0.888697144	NA
Os01g0588600	0.311489223	1.603096697	4.032892219	0.397505465	0.690994757	NA
Os01g0882900	0	NA	NA	NA	NA	NA
Os01g0939500	0	NA	NA	NA	NA	NA
Os01g0674125	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0229250	0.463941342	-1.01026438	3.467395421	-0.291361168	0.77077511	NA
Os01g0602200	0	NA	NA	NA	NA	NA
Os01g0227250	0.71455588	-3.127625525	2.559689746	-1.221876804	0.221754219	NA
Os01g0695625	0	NA	NA	NA	NA	NA
Os01g0651866	0	NA	NA	NA	NA	NA
Os01g0200600	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0690333	0	NA	NA	NA	NA	NA
Os01g0243901	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0949260	0	NA	NA	NA	NA	NA
Os01g0959050	0	NA	NA	NA	NA	NA
Os01g0611050	0	NA	NA	NA	NA	NA
Os01g0758950	0	NA	NA	NA	NA	NA
Os01g0384901	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0196133	0	NA	NA	NA	NA	NA
Os01g0117025	0	NA	NA	NA	NA	NA
Os01g0191150	0	NA	NA	NA	NA	NA
Os01g0387566	0.377835434	-0.31278721	3.721459287	-0.084049612	0.933016987	NA
Os01g0137400	0	NA	NA	NA	NA	NA
Os01g0932000	0	NA	NA	NA	NA	NA
Os01g0122701	0	NA	NA	NA	NA	NA
Os01g0606166	0	NA	NA	NA	NA	NA
Os01g0154100	0.291645064	1.519390658	4.04029805	0.376059053	0.706872995	NA
Os01g0937000	0	NA	NA	NA	NA	NA
Os01g0296133	0	NA	NA	NA	NA	NA
Os01g0299700	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0868301	0.536921574	0.649652548	3.316377121	0.195892242	0.84469451	NA
Os01g0883850	0	NA	NA	NA	NA	NA
Os01g0535300	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0820400	0.289974299	1.512333153	4.040941659	0.374252657	0.708216351	NA
Os01g0216300	0	NA	NA	NA	NA	NA
Os01g0678050	0	NA	NA	NA	NA	NA
Os01g0176150	0	NA	NA	NA	NA	NA
Os01g0934700	0	NA	NA	NA	NA	NA
Os01g0574451	0	NA	NA	NA	NA	NA
Os01g0353400	0.376189187	-2.187738468	3.68919469	-0.593012473	0.553172805	NA
Os01g0887550	0	NA	NA	NA	NA	NA
Os01g0651450	0	NA	NA	NA	NA	NA
Os01g0198250	0.318498016	-0.312787842	3.954661469	-0.079093456	0.936958289	NA
Os01g0298500	0.775455083	-0.644716447	2.599527747	-0.248012912	0.804124416	NA
Os01g0899275	0	NA	NA	NA	NA	NA
Os01g0636200	0	NA	NA	NA	NA	NA
Os01g0800101	0.338366693	-2.062900276	3.824348238	-0.539412247	0.589602432	NA
Os01g0367450	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os01g0849050	0	NA	NA	NA	NA	NA
Os01g0759100	0.556787429	1.04174741	3.268554727	0.318718056	0.749940321	NA
Os01g0845950	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0652700	0.222090822	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0884600	0	NA	NA	NA	NA	NA
Os01g0358900	0	NA	NA	NA	NA	NA
Os01g0973150	0.447389675	2.132410664	2.998816306	0.711084123	0.477032108	NA
Os01g0205550	0.633328768	1.174582098	2.746213627	0.42770966	0.668862516	NA
Os01g0729700	0	NA	NA	NA	NA	NA
Os01g0950100	0	NA	NA	NA	NA	NA
Os01g0816850	0	NA	NA	NA	NA	NA
Os01g0865900	0	NA	NA	NA	NA	NA
Os01g0674400	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0749950	0	NA	NA	NA	NA	NA
Os01g0164075	0.424203987	2.065353823	3.503113446	0.589576631	0.555474523	NA
Os01g0154950	0.623002964	1.226010143	2.764934527	0.443413806	0.657466452	NA
Os01g0834150	0	NA	NA	NA	NA	NA
Os01g0135000	0.467233835	2.190563171	3.991161857	0.548853504	0.583105989	NA
Os01g0384375	0	NA	NA	NA	NA	NA
Os01g0883400	0.444181645	-2.404832089	4.019330586	-0.59831657	0.549628723	NA
Os01g0115752	0	NA	NA	NA	NA	NA
Os01g0193500	0	NA	NA	NA	NA	NA
Os01g0352200	0	NA	NA	NA	NA	NA
Os01g0870750	0.309842977	-0.312787953	3.994178085	-0.078310968	0.937580693	NA
Os01g0697700	0.424203987	2.065353823	3.503113446	0.589576631	0.555474523	NA
Os01g0116650	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0237400	0	NA	NA	NA	NA	NA
Os01g0962650	0.368536656	-2.168732711	4.038966118	-0.53695244	0.591300467	NA
Os01g0926350	0	NA	NA	NA	NA	NA
Os01g0214901	0	NA	NA	NA	NA	NA
Os01g0949220	0	NA	NA	NA	NA	NA
Os01g0869400	0.184268328	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os01g0819433	0	NA	NA	NA	NA	NA
Os01g0278050	0	NA	NA	NA	NA	NA
Os01g0583600	0.318498016	-0.312787842	3.954661469	-0.079093456	0.936958289	NA
Os01g0242333	0.338366693	-2.062900276	3.824348238	-0.539412247	0.589602432	NA
Os01g0545500	0.291645064	1.519390658	4.04029805	0.376059053	0.706872995	NA
ENSRNA049447002	0	NA	NA	NA	NA	NA
ENSRNA049446925	0	NA	NA	NA	NA	NA
ENSRNA049446912	0	NA	NA	NA	NA	NA
ENSRNA049446857	0	NA	NA	NA	NA	NA
ENSRNA049446843	0	NA	NA	NA	NA	NA
ENSRNA049446836	0	NA	NA	NA	NA	NA
ENSRNA049446828	0	NA	NA	NA	NA	NA
ENSRNA049446755	0	NA	NA	NA	NA	NA
ENSRNA049446737	0	NA	NA	NA	NA	NA
ENSRNA049446715	0	NA	NA	NA	NA	NA
ENSRNA049446686	0	NA	NA	NA	NA	NA
ENSRNA049446674	0	NA	NA	NA	NA	NA
ENSRNA049446659	0	NA	NA	NA	NA	NA
ENSRNA049446637	0	NA	NA	NA	NA	NA
ENSRNA049446581	0	NA	NA	NA	NA	NA
ENSRNA049446523	0	NA	NA	NA	NA	NA
ENSRNA049446499	0	NA	NA	NA	NA	NA
ENSRNA049446479	0	NA	NA	NA	NA	NA
ENSRNA049446354	0	NA	NA	NA	NA	NA
ENSRNA049446332	0	NA	NA	NA	NA	NA
ENSRNA049446293	0	NA	NA	NA	NA	NA
ENSRNA049446272	0	NA	NA	NA	NA	NA
ENSRNA049911410	0	NA	NA	NA	NA	NA
ENSRNA049446186	0	NA	NA	NA	NA	NA
ENSRNA049446133	0	NA	NA	NA	NA	NA
ENSRNA049473777	0	NA	NA	NA	NA	NA
ENSRNA049473801	0	NA	NA	NA	NA	NA
ENSRNA049473820	0	NA	NA	NA	NA	NA
ENSRNA049473850	0.402689064	1.996030139	4.003193293	0.498609483	0.618054523	NA
ENSRNA049473859	0	NA	NA	NA	NA	NA
ENSRNA049473876	0.445743429	0.559946991	3.084255373	0.181550139	0.855935782	NA
ENSRNA049473887	0.462295095	-2.520590454	4.000635141	-0.630047571	0.52866346	NA
ENSRNA049473893	0.578411333	-1.425040484	3.247952931	-0.43875035	0.66084244	NA
ENSRNA049473908	0	NA	NA	NA	NA	NA
ENSRNA049473918	0	NA	NA	NA	NA	NA
ENSRNA049473927	0	NA	NA	NA	NA	NA
ENSRNA049472886	0	NA	NA	NA	NA	NA
ENSRNA049472964	0	NA	NA	NA	NA	NA
ENSRNA049472976	0.155744612	0.648984473	4.080472857	0.159046389	0.873632326	NA
ENSRNA049473016	0.30819673	-1.962230857	4.056621032	-0.483710665	0.628591223	NA
ENSRNA049473030	0	NA	NA	NA	NA	NA
ENSRNA049473038	0	NA	NA	NA	NA	NA
ENSRNA049473047	0.444181645	-2.404832089	4.019330586	-0.59831657	0.549628723	NA
ENSRNA049473057	0	NA	NA	NA	NA	NA
ENSRNA049473086	0	NA	NA	NA	NA	NA
ENSRNA049473108	0	NA	NA	NA	NA	NA
ENSRNA049473141	0	NA	NA	NA	NA	NA
ENSRNA049473157	0	NA	NA	NA	NA	NA
ENSRNA049473164	0.377835434	-0.31278721	3.721459287	-0.084049612	0.933016987	NA
ENSRNA049473172	0.740705503	2.86113883	2.863108423	0.999312079	0.317643536	NA
ENSRNA049473223	0.552804984	-2.753353149	3.759722467	-0.732328828	0.463967888	NA
ENSRNA049473255	0	NA	NA	NA	NA	NA
ENSRNA049473260	0	NA	NA	NA	NA	NA
ENSRNA049473266	0	NA	NA	NA	NA	NA
ENSRNA049473272	0	NA	NA	NA	NA	NA
ENSRNA049475971	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
ENSRNA049475964	0.468904599	2.192745532	3.395334473	0.645811348	0.518401538	NA
ENSRNA049475955	0	NA	NA	NA	NA	NA
ENSRNA049475919	0	NA	NA	NA	NA	NA
ENSRNA049474027	0	NA	NA	NA	NA	NA
ENSRNA049474032	0	NA	NA	NA	NA	NA
ENSRNA049474042	0.533604563	-1.221007914	2.925288408	-0.417397447	0.676387722	NA
ENSRNA049474061	0	NA	NA	NA	NA	NA
ENSRNA049474076	0	NA	NA	NA	NA	NA
ENSRNA049474088	0	NA	NA	NA	NA	NA
ENSRNA049474102	0	NA	NA	NA	NA	NA
ENSRNA049474111	0	NA	NA	NA	NA	NA
ENSRNA049474115	0	NA	NA	NA	NA	NA
ENSRNA049474126	0	NA	NA	NA	NA	NA
ENSRNA049474136	0	NA	NA	NA	NA	NA
Os03g0181550	0.134229688	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os03g0782300	0	NA	NA	NA	NA	NA
Os03g0652050	0.560457515	-2.765254377	2.796504564	-0.988825269	0.322748639	NA
Os03g0724400	0.157415376	0.648984473	4.080472857	0.159046389	0.873632326	NA
Os03g0193700	0	NA	NA	NA	NA	NA
Os03g0821000	0.288328053	-0.312788199	4.080472857	-0.07665489	0.938898091	NA
Os03g0598150	0	NA	NA	NA	NA	NA
Os03g0191700	0	NA	NA	NA	NA	NA
Os03g0599700	0	NA	NA	NA	NA	NA
Os03g0136450	0	NA	NA	NA	NA	NA
Os03g0161302	0	NA	NA	NA	NA	NA
Os03g0591600	0	NA	NA	NA	NA	NA
Os03g0148950	0	NA	NA	NA	NA	NA
Os03g0691900	0.154098365	-1.274568879	4.080472857	-0.312358132	0.754768366	NA
Os03g0589100	0.444072664	0.553757025	3.087436791	0.179358174	0.857656471	NA
Os03g0357500	0.649880434	-1.660220684	2.712617246	-0.61203647	0.540513629	NA
Os03g0689350	0	NA	NA	NA	NA	NA
Os03g0692350	0	NA	NA	NA	NA	NA
Os03g0659400	0.684385918	-3.07156691	2.965888007	-1.035631454	0.300374112	NA
Os03g0840800	0.653197445	-0.161129869	2.751940885	-0.058551355	0.953309457	NA
Os03g0824650	0	NA	NA	NA	NA	NA
Os03g0324650	0	NA	NA	NA	NA	NA
Os03g0372650	0	NA	NA	NA	NA	NA
Os03g0368351	0	NA	NA	NA	NA	NA
Os03g0663800	0	NA	NA	NA	NA	NA
Os03g0744501	0	NA	NA	NA	NA	NA
Os03g0417833	0	NA	NA	NA	NA	NA
Os03g0626750	0	NA	NA	NA	NA	NA
